Age,MonthlyIncome,JobLevel,YearsAtCompany,JobInvolvement,Attrition_Target,OverTime_Target,JobSatisfaction,PerformanceRating
35,10388,3,16,3,0,1,3,3
30,11416,3,8,4,0,1,1,3
20,2600,1,1,2,1,1,1,3
30,2422,1,3,3,1,0,2,3
26,5472,2,8,4,0,0,4,3
22,2451,1,4,1,0,0,1,3
48,4240,2,2,2,0,0,3,3
48,10999,3,15,2,0,0,3,3
41,5003,2,2,3,0,0,3,3
39,12742,4,21,2,0,0,4,3
27,4227,2,3,3,0,0,4,3
35,3917,1,3,3,0,0,4,4
42,18303,5,1,3,0,0,3,3
50,2380,1,1,3,0,0,4,3
59,13726,4,5,2,0,1,4,3
37,4777,2,1,1,1,0,2,3
55,6385,2,8,3,0,1,2,3
41,19973,5,21,1,0,0,3,4
38,6861,2,1,3,0,1,4,3
26,4969,2,2,1,1,0,1,3
52,19845,5,32,1,1,0,4,3
44,13320,4,12,4,0,1,4,3
50,6347,2,18,3,0,0,3,3
36,2743,1,17,4,1,0,1,3
39,10880,3,21,3,0,1,1,3
33,2342,1,2,2,0,0,4,3
45,17650,4,9,3,0,0,4,3
32,4025,1,8,3,0,0,3,3
34,9725,2,15,4,0,0,4,3
59,11904,3,6,3,0,1,4,3
45,2177,1,6,3,0,0,2,3
53,7525,3,15,2,0,0,2,3
36,4834,2,1,3,1,0,3,3
26,2042,1,3,3,1,1,1,3
34,2220,1,1,3,0,1,3,3
28,1052,1,1,3,0,0,2,4
38,2821,1,2,3,0,0,3,3
50,19237,5,8,3,0,1,3,3
37,4107,2,4,3,0,0,2,3
40,8396,2,7,3,0,0,1,3
26,2007,1,5,2,0,0,3,3
46,19627,5,2,3,0,0,4,3
54,10686,3,9,2,0,0,3,3
56,2942,1,5,3,0,0,3,3
36,8858,3,14,2,0,0,4,3
55,16756,4,9,2,0,0,1,3
43,10798,3,1,2,0,0,4,3
20,2323,1,2,3,1,1,4,3
21,1416,1,1,2,1,0,1,3
46,4615,2,16,2,0,1,1,4
51,2461,1,10,3,1,1,3,3
28,8722,3,10,2,1,0,1,3
26,3955,1,5,2,0,0,1,3
30,9957,2,6,3,0,0,1,3
41,3376,1,10,4,0,0,3,3
38,8823,3,19,2,0,0,3,3
40,10322,3,11,3,0,0,4,4
27,4621,1,3,1,0,0,3,3
55,10976,3,3,3,0,0,2,3
28,3660,2,8,3,0,0,3,3
44,10482,3,20,2,1,0,1,3
33,7119,3,3,2,0,0,4,3
35,9582,3,8,3,1,1,1,4
33,4508,2,13,2,1,0,3,4
28,2207,1,4,3,0,0,3,3
34,7756,2,6,3,0,0,4,3
37,6694,2,1,2,0,1,4,3
25,3691,1,7,3,1,1,4,3
26,2377,1,1,3,1,0,3,4
33,2313,1,2,2,1,1,2,4
42,17665,4,22,3,0,0,1,3
28,2596,1,1,2,1,0,2,3
50,4728,2,0,3,1,1,3,3
33,4302,2,3,3,0,0,2,3
34,2979,1,0,2,0,0,4,3
48,16885,4,5,4,0,0,4,4
45,5593,2,15,2,0,0,3,3
52,10445,3,8,3,0,0,2,3
38,8740,3,8,2,0,1,3,3
29,2514,1,7,3,0,0,4,4
28,7655,3,9,3,0,0,2,3
46,17465,4,12,3,0,0,3,3
38,7351,3,1,3,0,0,2,3
43,10820,3,8,3,0,0,1,3
39,12169,4,18,3,1,0,4,3
40,19626,5,20,2,0,0,3,3
21,2070,1,2,2,0,1,2,3
39,6782,2,5,3,0,0,2,3
36,7779,2,11,3,0,0,4,4
31,2791,1,2,4,0,0,4,3
28,3201,1,5,2,0,0,2,3
35,4968,2,5,3,0,0,4,3
49,13120,4,9,2,0,0,2,3
34,4033,2,3,3,0,0,3,3
29,3291,1,7,3,0,0,2,3
42,4272,2,1,1,0,0,4,3
29,5056,2,10,2,0,1,4,3
38,2844,1,7,4,0,0,3,3
28,2703,1,3,2,0,1,3,3
18,1904,1,0,3,1,0,3,3
33,8224,2,5,3,1,1,1,3
41,4766,1,1,3,0,1,4,3
31,2610,1,2,3,1,0,3,3
37,5731,2,6,2,0,0,4,3
27,2539,1,4,2,0,0,3,3
34,5714,2,6,3,0,0,3,4
35,4323,1,5,3,0,0,3,3
29,7336,3,11,2,1,0,1,3
40,13499,3,18,3,0,0,3,3
42,13758,4,21,3,1,1,1,3
42,5155,2,6,3,0,0,1,3
35,2258,1,8,2,0,0,3,3
24,3597,1,4,3,0,0,2,4
28,2515,1,1,3,1,1,4,3
26,4420,1,8,4,0,0,4,4
30,6578,2,10,2,0,0,3,3
40,4422,2,1,2,0,1,4,3
35,10274,3,7,2,0,0,2,3
34,5343,2,13,2,0,0,1,4
35,2376,1,2,2,0,0,4,3
43,5346,2,4,1,1,0,3,3
32,2827,1,1,3,0,0,1,3
56,19943,5,5,3,0,0,1,3
29,3131,1,10,3,0,0,4,3
19,2552,1,1,3,0,0,1,4
45,4477,1,3,3,0,1,3,3
37,6474,2,14,2,0,0,4,3
20,3033,1,2,2,0,0,3,3
44,2936,1,6,3,1,1,3,3
53,18606,5,7,3,0,0,3,3
29,2168,1,5,1,0,1,4,3
22,2853,1,0,2,1,1,4,3
46,17048,4,26,3,0,0,1,4
44,2290,1,0,1,0,0,3,3
33,3600,1,5,3,0,0,3,3
41,2107,1,1,2,1,0,1,3
30,4115,2,4,3,0,0,1,3
40,4327,2,0,3,0,0,2,3
50,17856,4,2,3,0,0,1,4
28,3196,1,6,2,0,0,1,3
46,19081,5,4,3,0,0,2,3
35,8966,2,7,3,0,1,1,3
24,2210,1,1,3,1,0,2,3
33,4539,2,10,3,0,0,3,3
36,2741,1,7,1,0,0,3,3
30,3491,2,10,3,0,0,3,3
44,4541,2,20,3,0,0,4,4
20,2678,1,2,4,0,0,4,3
46,7379,2,6,3,0,0,4,3
42,6272,2,4,4,0,0,1,3
60,5220,2,11,4,0,1,4,3
32,2743,1,2,2,0,0,2,4
32,4998,2,8,3,0,1,3,3
36,10252,3,7,1,0,1,1,4
33,2781,1,14,3,0,0,4,3
40,6852,2,5,2,0,0,2,3
25,4950,2,4,3,0,0,4,3
30,3579,1,11,3,0,1,2,4
42,13191,3,1,3,0,1,1,3
35,10377,3,13,2,0,1,4,3
27,2235,1,9,3,0,1,1,3
54,10502,3,5,3,0,0,3,3
44,2011,1,10,4,0,0,4,3
19,1859,1,1,2,1,1,2,4
29,3760,1,3,3,0,0,4,3
54,17779,4,10,3,0,0,4,3
31,6833,2,6,3,0,1,1,3
31,6812,2,10,2,0,0,1,3
59,5171,2,6,2,0,0,4,3
43,19740,5,8,1,0,0,4,3
49,18711,5,1,2,0,0,3,3
36,3692,1,11,3,0,0,2,3
48,2559,1,1,4,0,0,2,3
27,2517,1,5,3,0,0,3,3
29,6623,2,6,3,0,1,4,3
48,18265,5,1,2,0,0,4,3
29,16124,4,7,2,0,0,4,3
34,2585,1,1,4,0,0,3,3
44,18213,5,22,3,0,0,2,3
33,8380,3,9,4,0,1,3,3
19,2994,1,1,4,0,1,4,3
23,1223,1,1,3,0,0,3,4
25,1118,1,1,1,1,1,4,3
26,2875,1,8,3,0,1,4,4
45,18824,5,24,1,1,1,2,3
55,13577,4,33,2,0,1,2,3
21,2625,1,2,2,1,0,3,4
46,18789,5,11,2,0,0,2,3
34,4538,2,3,3,0,1,1,3
51,19847,5,29,3,0,1,2,4
59,10512,3,9,3,0,0,4,3
34,4444,2,11,3,0,0,2,3
28,2154,1,4,3,0,1,3,3
44,19190,5,25,4,0,0,1,3
34,4490,2,10,2,0,0,2,3
35,3506,1,3,3,0,1,3,3
42,2372,2,1,4,0,1,2,3
43,10231,3,21,2,0,0,4,3
36,5410,2,16,3,0,1,2,3
44,7978,3,10,3,1,0,4,3
28,3867,1,2,2,0,1,4,3
51,2838,1,7,2,0,0,3,3
30,4695,2,8,3,0,1,3,3
29,3339,1,7,3,1,1,3,3
28,2080,1,3,3,0,0,1,3
25,2096,1,2,3,0,0,2,3
32,6209,2,10,4,0,0,4,3
45,18061,5,0,3,0,0,2,4
39,17123,4,19,2,0,1,2,3
58,2372,1,2,3,0,0,3,3
32,4883,2,10,3,1,0,3,3
39,3904,1,5,3,1,0,1,3
30,4627,2,9,2,0,0,4,3
36,7094,3,7,3,0,0,3,3
46,3423,1,7,3,0,0,1,3
28,6674,2,9,1,0,0,4,3
50,16880,4,3,3,0,1,1,3
40,9094,3,5,2,1,1,2,3
52,8446,3,8,3,1,1,2,3
30,11916,3,9,3,0,1,1,4
39,4534,2,8,3,0,0,3,3
31,9852,3,10,3,0,1,3,3
41,6151,2,19,1,0,0,2,3
31,2302,1,3,3,1,1,2,3
44,2362,1,3,3,1,0,1,3
42,17861,4,20,3,0,1,3,3
55,19187,5,19,1,0,0,3,3
56,19717,5,7,3,0,0,2,3
40,3544,1,4,3,0,0,3,3
34,8500,3,9,3,0,0,4,3
40,4661,2,9,3,0,0,4,3
41,4103,2,9,3,0,0,1,3
35,4249,2,9,3,0,1,3,3
51,14026,4,33,3,0,1,2,3
38,6893,2,7,3,0,0,1,3
34,6125,2,10,3,0,0,1,3
25,3669,1,3,3,0,0,4,3
58,10008,3,10,2,1,1,1,3
40,2387,1,4,3,0,0,2,4
36,4639,2,15,4,0,0,1,3
48,7898,3,10,3,0,0,4,3
27,2534,1,1,4,0,0,4,3
51,13142,4,5,2,0,0,2,3
18,1611,1,0,3,0,0,4,3
35,5363,2,9,2,0,0,4,3
27,5071,2,6,1,0,0,4,4
55,13695,4,19,4,1,1,3,3
56,13402,4,19,3,0,1,2,3
34,2029,1,5,2,0,0,3,4
40,6377,2,12,4,0,0,3,4
34,5429,2,8,3,0,0,3,3
31,2785,1,1,2,1,0,4,3
35,4614,2,4,3,1,1,3,3
38,2610,1,4,4,0,0,3,3
34,6687,2,14,3,0,0,4,3
28,4724,2,5,2,0,0,1,3
31,6179,2,10,3,1,1,3,3
39,6120,2,5,2,0,1,4,3
51,10596,3,4,3,0,0,2,3
41,5467,2,6,3,0,1,4,3
37,2996,1,6,3,0,1,3,3
33,9998,2,5,3,0,0,4,3
32,4078,2,3,3,0,1,2,3
39,10920,3,6,3,0,0,3,4
25,6232,2,3,4,0,0,3,3
52,13247,4,5,4,0,1,3,3
43,4081,2,20,2,0,1,3,3
27,5769,2,6,2,0,1,4,3
27,2394,1,8,3,1,1,3,3
26,3904,1,4,2,0,0,4,3
42,16799,4,20,3,0,0,1,3
52,2950,1,5,3,0,0,1,3
37,3629,1,3,3,0,0,3,3
35,9362,3,2,3,0,0,4,3
25,3229,1,3,3,0,0,4,3
26,3578,1,7,4,0,0,1,3
29,7988,3,10,2,0,0,1,3
49,4284,2,4,2,1,0,1,4
29,7553,3,8,3,1,1,4,3
54,17328,4,20,3,0,0,4,3
58,19701,5,9,3,0,1,1,4
55,14732,4,7,4,0,0,4,3
36,9278,2,5,3,0,1,2,3
31,1359,1,1,1,1,0,3,3
30,4779,2,3,3,0,0,1,3
31,16422,4,3,3,0,0,2,3
34,2996,1,4,3,0,0,1,3
31,1261,1,1,2,1,0,2,3
27,2099,1,5,3,0,0,1,3
36,5810,2,10,2,0,0,4,3
36,5647,2,3,2,0,0,1,3
47,3420,1,6,3,0,0,4,3
25,4400,1,3,2,1,0,1,3
37,3500,1,6,4,0,0,3,3
56,2066,1,3,3,0,0,1,4
47,17169,4,20,3,0,0,3,3
24,4162,2,5,3,0,1,3,3
32,9204,2,4,3,0,0,4,3
34,3294,1,5,2,0,0,2,3
41,2127,1,4,4,0,1,3,3
40,3975,2,8,3,0,0,3,3
31,10793,3,13,3,0,0,4,3
46,10096,3,7,3,1,0,4,3
39,3646,1,1,2,1,1,1,4
31,7446,3,10,4,1,0,2,3
45,10851,3,7,1,0,1,1,3
31,2109,1,3,4,0,0,2,3
31,3722,1,2,3,1,1,4,3
45,9380,3,3,3,0,1,4,3
48,5486,2,2,3,0,0,1,3
34,2742,1,2,3,1,0,3,3
40,13757,3,9,2,0,0,2,3
28,8463,2,5,3,0,0,1,3
44,3162,1,5,2,0,0,3,3
53,16598,4,9,4,0,0,2,3
49,6651,2,3,3,0,0,3,3
40,2345,1,3,3,0,0,3,3
44,3420,1,5,3,0,0,2,3
33,4373,2,4,3,0,0,1,3
34,4759,2,13,1,0,0,1,3
30,5301,2,2,3,0,0,3,3
42,3673,1,12,3,0,0,4,3
44,4768,2,1,3,0,0,3,3
30,1274,1,1,3,0,0,3,3
57,4900,2,12,4,0,0,3,4
49,10466,3,8,3,0,0,2,3
34,17007,4,14,3,0,0,1,3
28,2909,1,3,3,1,0,3,3
29,5765,2,5,3,1,0,2,3
34,4599,2,15,2,1,1,2,4
35,2404,1,1,3,0,0,3,3
24,3172,1,0,3,1,1,1,3
24,2033,1,1,3,0,0,2,3
44,10209,3,2,3,0,1,3,3
29,8620,2,10,2,0,0,3,3
30,2064,1,5,3,0,0,3,4
55,4035,2,3,3,0,1,3,3
33,3838,1,5,2,0,0,2,3
47,4591,2,5,3,0,1,3,3
28,2561,1,0,2,1,0,1,3
28,1563,1,1,2,0,0,3,3
28,4898,2,4,3,0,0,1,3
49,4789,2,3,2,0,0,1,4
29,3180,1,3,3,0,0,2,3
28,6549,2,8,1,0,0,2,3
33,6388,2,0,3,0,1,3,3
32,11244,3,5,3,0,0,4,4
54,16032,4,14,3,0,0,4,4
29,2362,1,9,2,1,0,1,3
44,16328,4,20,3,0,0,1,3
39,8376,3,2,3,0,0,2,3
46,16606,4,13,3,0,0,2,3
35,8606,3,11,2,0,0,2,3
23,2272,2,4,3,0,0,3,3
40,2018,1,5,3,1,0,1,3
34,7083,3,10,2,0,1,3,3
31,4084,1,7,3,1,0,3,3
50,14411,4,32,1,0,1,4,3
34,2308,1,11,3,0,1,3,4
42,4841,1,1,2,0,0,2,3
37,4285,2,10,3,0,0,4,3
29,9715,2,7,1,0,0,1,3
33,4320,2,5,2,0,0,2,3
45,2132,1,5,3,0,0,4,4
42,10124,3,20,3,0,1,4,3
40,5473,2,8,3,0,0,1,3
33,5207,2,15,3,0,1,3,3
40,16437,4,21,3,0,1,4,4
24,2296,1,1,2,0,0,1,3
40,4069,2,2,3,0,1,4,3
45,7441,3,10,3,0,0,2,3
35,2430,1,5,2,0,0,3,4
32,5878,2,7,2,0,0,2,3
36,2644,1,3,3,0,1,4,4
48,6439,2,8,3,0,0,3,3
29,2451,1,1,4,0,0,3,3
33,6392,2,2,3,0,0,1,3
30,9714,2,10,2,1,0,1,3
38,6077,2,6,3,0,0,3,3
35,2450,1,3,2,0,0,1,3
30,9250,3,4,3,0,0,2,3
35,2074,1,1,3,1,1,1,3
53,10169,3,33,2,1,0,4,3
38,4855,2,5,3,1,0,2,3
32,4087,2,6,3,0,0,1,3
48,2367,1,8,3,0,0,1,3
34,2972,1,1,3,0,0,4,3
55,19586,5,36,2,0,0,4,4
34,5484,2,2,3,0,0,4,3
26,2061,1,1,3,0,0,4,4
38,9924,2,9,3,0,0,2,3
38,4198,2,3,3,0,0,2,3
36,6815,2,1,3,0,0,3,3
29,4723,1,10,3,0,1,1,3
35,6142,2,5,3,0,1,3,3
39,8237,3,7,4,0,0,3,3
29,8853,2,6,3,0,0,4,3
50,19331,5,1,3,0,1,3,3
23,2073,1,2,4,0,0,3,3
36,5562,2,3,4,0,1,1,3
42,19613,5,1,2,0,0,4,4
35,3407,2,10,4,0,0,3,3
34,5063,2,8,2,0,0,3,3
40,4639,2,5,3,0,0,1,3
43,4876,1,6,4,0,0,2,3
35,2690,1,1,2,0,0,4,3
46,17567,4,26,4,0,0,1,3
28,2408,1,1,3,1,1,2,3
22,2814,1,4,2,0,1,3,3
50,11245,4,30,3,0,1,3,3
32,3312,1,3,4,0,0,4,3
44,19049,5,22,3,0,1,4,3
30,2141,1,6,2,0,0,2,3
45,5769,2,10,1,0,1,1,3
45,4385,2,10,2,0,0,1,3
31,5332,2,5,3,0,0,1,3
36,4663,2,3,3,0,1,3,3
34,4724,2,9,4,0,0,4,3
49,3211,1,9,3,0,0,1,3
39,5377,2,7,3,0,0,1,3
27,4066,1,7,2,0,0,1,3
35,5208,2,16,4,0,0,1,3
28,4877,2,5,1,0,0,1,4
21,3117,1,2,3,0,0,4,3
18,1569,1,0,3,1,1,4,3
47,19658,5,5,3,0,0,3,3
39,3069,2,10,2,0,0,3,3
40,10435,3,18,2,0,0,3,3
35,4148,2,14,3,0,0,3,3
37,5768,2,4,3,0,0,3,3
39,5042,2,9,3,0,0,3,3
45,5770,2,10,2,0,0,4,3
38,7756,3,5,2,0,1,3,3
35,10306,3,13,2,1,0,1,3
37,3936,1,8,3,0,0,2,3
40,7945,3,4,3,0,1,4,3
44,5743,2,10,3,0,1,4,3
48,15202,4,2,2,0,0,4,4
35,5440,2,2,1,1,1,4,3
24,3760,1,6,3,0,1,4,3
27,3517,1,3,4,0,0,3,3
27,2580,1,4,3,0,0,4,3
40,2166,1,4,3,1,1,1,3
29,5869,2,5,2,0,0,3,3
36,8008,3,3,3,0,0,1,3
25,5206,2,7,4,0,0,3,3
39,5295,2,5,3,0,0,2,4
49,16413,4,4,3,0,0,2,3
50,13269,3,14,2,0,0,1,3
20,2783,1,2,3,0,0,3,3
34,5433,2,11,3,0,0,2,3
36,2013,1,4,3,0,0,2,3
49,13966,4,15,2,0,1,3,3
36,4374,2,3,2,0,0,3,3
36,6842,2,5,4,0,0,1,4
54,17426,4,10,3,0,0,3,4
43,17603,4,14,2,0,0,3,4
35,4581,2,11,3,1,1,4,4
38,4735,2,13,3,0,0,4,3
29,4187,2,10,2,0,1,2,3
33,5505,2,6,3,0,0,4,3
32,5470,2,9,3,0,0,2,3
31,5476,2,10,3,0,0,4,3
49,2587,1,2,3,0,1,1,3
38,2440,1,4,2,0,0,2,4
47,15972,4,3,4,0,0,2,3
49,15379,4,8,3,0,0,3,3
41,7082,3,2,3,0,1,3,3
20,2728,1,2,3,0,0,1,3
33,5368,2,6,3,0,1,4,4
36,5347,2,3,3,0,0,3,3
44,3195,1,2,3,0,1,4,3
23,3989,1,5,2,1,1,3,3
38,3306,1,0,3,0,0,3,3
53,7005,3,4,4,0,0,4,3
48,2655,1,9,3,1,1,3,3
32,1393,1,1,3,1,0,2,3
26,2570,1,7,3,0,0,4,4
55,3537,1,4,2,0,0,2,3
34,3986,2,15,2,0,0,4,3
60,10883,3,1,1,0,0,4,4
33,2028,1,14,4,0,0,2,3
37,9525,2,6,1,0,0,4,3
34,2929,1,10,2,0,0,4,3
23,2275,1,3,3,1,1,4,4
44,7879,3,8,4,0,1,4,3
35,4930,1,5,2,0,1,4,3
43,7847,2,10,3,0,1,4,3
24,4401,1,5,4,0,0,3,3
41,9241,3,10,3,0,0,3,3
29,2974,1,5,3,0,0,3,3
36,4502,2,13,3,0,0,4,3
45,10748,3,23,2,0,0,3,4
24,1555,1,1,1,1,0,3,3
47,12936,4,23,1,1,0,3,3
26,2305,1,3,1,0,0,3,3
45,16704,4,21,2,0,0,2,3
32,3433,1,5,3,0,0,3,3
31,3477,1,5,3,0,0,3,3
41,6430,2,3,1,0,0,2,3
40,6516,2,1,3,0,1,1,3
24,3907,1,6,3,0,0,1,3
46,5562,2,10,3,0,0,2,3
35,6883,2,7,3,0,0,3,3
30,2862,1,10,3,0,0,4,3
47,4978,2,1,3,0,0,2,3
46,10368,3,10,3,0,1,4,3
36,6134,2,2,2,1,1,1,3
32,6735,2,0,1,1,0,2,3
23,3295,1,3,3,0,0,2,3
31,5238,2,5,3,0,0,4,4
39,6472,2,9,3,0,1,4,3
32,9610,3,4,1,0,0,3,3
40,19833,5,21,3,0,0,2,3
45,9756,3,5,1,0,0,3,4
30,4968,1,9,2,0,0,1,3
24,2145,1,2,3,0,0,4,3
30,2180,1,4,2,1,0,4,3
31,8346,2,5,3,0,0,3,3
27,3445,1,6,3,0,0,4,3
29,2760,1,2,1,1,0,2,3
29,6294,2,3,4,0,1,3,3
30,7140,3,7,2,0,0,1,3
34,2932,1,5,4,0,1,4,3
33,5147,2,11,3,0,0,2,3
49,4507,2,5,3,0,0,4,3
33,8564,3,0,3,1,1,1,4
38,2468,1,6,2,0,0,2,3
31,8161,3,1,3,1,0,3,3
29,2109,1,1,2,0,0,1,3
30,5294,2,7,4,0,0,3,3
32,2718,1,7,3,0,0,2,3
38,5811,2,1,1,0,1,4,3
43,2437,1,1,2,1,1,3,3
42,2766,1,5,3,0,0,2,4
55,19038,5,1,2,0,0,1,3
33,3055,2,9,3,0,0,2,3
41,2289,1,5,3,0,0,1,4
34,4001,2,15,3,0,1,3,3
53,12965,4,3,2,0,1,3,4
43,3539,1,9,3,0,0,4,3
34,6029,2,2,1,0,0,4,3
21,2679,1,1,3,1,0,2,3
38,3702,1,5,2,0,0,3,3
22,2398,1,1,3,1,1,1,3
31,5468,2,12,2,0,0,4,3
51,13116,3,2,3,0,0,3,3
37,4189,2,5,2,0,0,2,3
46,19328,5,2,3,0,1,4,3
36,8321,3,12,3,0,1,1,3
44,2342,1,5,3,1,1,2,3
37,4071,2,10,3,0,0,2,3
35,5813,2,10,3,1,1,4,3
33,3143,1,10,4,0,0,1,3
28,2044,1,5,3,0,0,4,3
39,13464,3,4,3,0,0,3,4
46,7991,2,2,2,0,0,2,3
40,3377,1,4,3,0,0,1,3
42,5538,2,0,4,0,0,1,3
35,5762,2,7,3,0,0,4,3
38,2592,1,11,3,0,0,2,3
34,5346,2,7,3,1,0,1,3
37,4213,2,10,3,1,0,1,3
39,4127,2,2,3,0,0,4,3
43,2438,1,3,3,0,0,3,3
41,6870,2,3,4,0,0,2,3
41,10447,3,22,3,0,1,3,3
30,9667,3,7,3,0,0,3,3
26,2148,1,5,3,1,1,2,3
46,8926,2,9,3,1,0,2,4
40,6513,2,5,3,0,0,4,3
34,6799,2,10,4,0,0,3,4
58,16291,4,16,3,0,0,2,4
35,2705,1,5,1,0,0,3,3
47,10333,3,22,2,0,1,2,3
40,4448,2,7,3,0,0,1,3
54,6854,2,7,3,0,0,4,3
31,9637,3,3,3,0,0,1,3
28,3591,1,3,3,0,0,1,4
38,5405,2,4,1,0,1,4,4
26,4684,2,5,3,0,0,4,3
58,15787,4,2,3,0,1,3,3
18,1514,1,0,3,0,0,3,3
31,2956,1,1,4,1,0,1,3
29,2335,1,2,2,1,1,1,3
45,5154,2,8,3,0,0,3,4
36,6962,2,1,3,0,1,2,4
43,5675,2,7,3,0,0,4,4
27,2379,1,5,3,0,1,4,3
29,3812,1,11,3,0,0,4,3
32,4648,2,0,3,0,0,4,3
42,2936,1,6,3,0,0,3,4
47,2105,1,2,3,0,0,3,3
46,8578,3,9,3,0,0,4,3
28,2706,1,3,3,0,0,4,3
29,6384,2,7,1,0,0,3,3
42,3968,1,0,3,0,0,3,3
32,9907,2,2,2,1,1,2,3
46,13225,4,19,4,0,0,1,3
27,3540,2,9,2,0,0,3,4
29,2804,1,1,2,0,0,2,3
43,19392,5,16,2,0,0,3,3
48,19665,5,22,2,0,0,2,3
29,2439,1,1,2,1,1,4,4
46,7314,3,8,3,1,0,2,4
27,4774,1,7,2,0,0,1,3
39,3902,2,2,3,0,0,4,3
55,2662,1,5,2,0,0,4,4
28,2856,1,1,3,0,0,2,3
30,1081,1,1,3,1,0,4,3
22,2472,1,1,3,1,1,2,4
36,5673,2,10,2,0,1,3,3
31,4197,2,10,3,0,0,3,3
34,9713,3,5,3,0,1,4,3
29,2062,1,3,3,0,0,1,3
37,4284,2,5,3,0,1,1,4
35,4788,2,3,2,0,1,2,3
45,5906,2,9,2,0,0,4,3
36,3886,2,10,2,0,0,4,4
40,16823,4,19,3,0,0,1,3
26,2933,1,1,2,0,1,3,3
27,6500,2,8,4,0,0,3,3
48,17174,4,22,3,0,0,4,3
44,5033,2,2,4,0,0,1,3
34,2307,1,5,1,1,1,1,4
56,2587,1,4,3,1,0,4,3
36,5507,2,4,2,0,0,2,3
41,4393,2,5,3,0,0,2,4
42,13348,3,13,3,0,0,1,3
31,6583,2,5,3,0,1,4,3
34,8103,2,4,2,0,1,4,3
31,3978,1,2,4,0,0,3,3
26,2544,1,7,4,0,0,4,3
45,5399,2,4,3,0,0,3,3
33,5487,2,10,3,0,0,3,3
28,6834,2,7,2,0,1,4,3
29,1091,1,1,4,1,0,1,3
39,5736,2,3,1,0,0,3,3
27,2226,1,5,3,0,0,2,3
34,5747,2,15,2,0,1,4,3
28,9854,2,2,3,1,1,3,3
47,5467,2,8,3,0,0,2,3
56,5380,2,0,2,0,0,1,3
39,5151,2,10,3,0,0,1,4
38,2133,2,20,2,0,1,2,3
58,17875,4,1,3,0,1,4,3
32,2432,1,4,4,1,1,3,3
38,4771,1,5,3,0,0,4,3
49,19161,5,5,3,0,0,4,3
42,5087,2,0,3,0,1,4,3
27,2863,1,1,2,1,0,2,3
35,5561,2,5,3,0,0,1,3
28,2144,1,5,3,0,0,3,3
31,3065,1,4,3,0,1,1,3
36,2810,1,5,4,0,0,2,4
34,9888,3,14,3,0,0,4,4
34,8628,3,8,3,0,0,3,3
26,2867,1,7,3,0,0,1,3
29,5373,2,5,3,0,0,1,3
32,6667,2,5,3,0,0,4,3
31,5003,2,10,1,0,0,1,4
28,2367,1,4,2,1,0,4,3
38,2858,1,1,2,0,0,1,3
35,5204,2,10,3,0,1,4,3
27,4105,2,7,3,0,0,4,3
32,9679,2,1,2,0,0,4,4
31,5617,2,10,3,1,1,4,3
53,10448,3,2,3,1,1,1,3
54,2897,2,4,3,0,0,3,3
33,5968,2,9,3,0,0,3,4
43,7510,3,10,3,0,0,3,3
38,2991,1,6,3,0,1,2,3
55,19636,5,10,4,0,1,2,3
31,1129,1,1,1,0,1,4,3
39,13341,4,20,3,0,0,1,3
42,4332,2,20,2,0,0,3,3
31,11031,3,11,3,0,0,3,4
54,4440,2,5,3,0,1,1,3
24,4617,2,4,2,0,0,3,3
23,2647,1,5,3,0,0,4,3
40,6323,2,10,3,0,0,3,3
40,5677,2,11,3,0,0,2,3
25,2187,1,2,3,0,0,2,3
30,3748,1,12,3,0,0,2,3
25,3977,1,2,3,0,1,3,3
47,8633,3,17,3,0,0,3,4
33,2008,1,1,2,0,0,3,3
38,4440,2,15,3,0,0,2,3
31,3067,1,2,3,0,0,3,3
38,5321,2,8,2,0,0,3,3
42,5410,2,4,3,0,1,1,3
41,2782,1,5,3,0,0,4,4
47,11957,3,13,3,0,0,2,3
35,2660,1,2,3,0,1,3,3
22,3375,1,3,3,0,0,3,3
35,5098,2,10,3,0,0,3,3
33,4878,2,9,3,0,1,4,3
32,2837,1,6,2,0,0,2,3
40,2406,1,1,3,0,0,4,3
32,2269,1,2,2,0,0,2,3
39,4108,2,7,3,0,0,4,3
38,13206,3,18,1,0,0,3,3
32,10422,3,14,3,0,0,4,3
37,13744,3,16,4,0,1,4,4
25,4907,2,5,3,0,1,3,4
52,3482,1,9,3,0,0,4,3
44,2436,1,4,3,0,1,4,3
21,2380,1,2,3,0,1,1,3
39,19431,5,6,3,0,0,4,3
23,1790,1,1,3,1,0,1,3
36,7644,3,9,2,0,0,4,3
36,5131,2,4,3,0,0,2,3
56,6306,2,13,3,0,0,3,4
29,4787,1,2,3,1,1,4,3
42,18880,5,22,3,0,0,3,3
56,2339,1,10,3,1,0,3,3
41,13570,4,20,2,0,0,2,4
34,6712,2,8,2,0,0,3,4
36,5406,2,15,1,0,0,4,4
41,8938,2,5,2,0,0,2,3
32,2439,1,4,3,0,0,1,3
35,8837,3,9,3,0,1,4,3
38,5343,2,10,3,0,0,4,3
50,6728,2,6,3,1,0,3,3
36,6652,2,6,2,0,0,4,3
45,4850,2,5,3,0,0,3,3
40,2809,1,2,2,0,0,3,3
35,5689,2,10,3,0,1,3,3
40,2001,1,5,3,0,0,3,3
35,2977,1,4,1,0,0,4,3
29,4025,2,4,2,0,1,2,3
29,3785,1,5,2,0,0,1,3
50,10854,3,3,2,1,1,1,3
